gene	meth_pos	nb22	nb26	nb27	nc3	nc4	nc5	sb22	sb26	sb27	sc3	sc4	sc5
g9554	2	97.5	84.52	96.16	85.91	96.88	90.21	100	97.06	95.55	98.15	94.38	96.43
g9555	0	0	0	0	0	0	0	0	0	0	0	0	0
g9556	0	0	0	0	0	0	0	0	0	0	0	0	0
g9557	53	1.2	1.07	0.7	0.17	0.18	0	0	0.06	0	0	0.17	0.09
g9558	0	0	0	0	0	0	0	0	0	0	0	0	0
g9559	0	0	0	0	0	0	0	0	0	0	0	0	0
g9560	56	0	0.12	0	0.74	0	0	0	0	0	0.2	0	0.11
g9561	37	0	0	0	0	0.14	0	0.07	0.11	0	0	0.21	0
g9562	94	0	0	0	0	0.05	0.08	0	0	0	0.07	0	0
g9563	4	0	0	0	0	0	0	0	0	0	0	0	0
g9564	12	44.49	20.75	22.08	46	48.87	32.45	97.61	65.01	95.43	97.98	94.59	89.5
g9565	0	0	0	0	0	0	0	0	0	0	0	0	0
g9566	0	0	0	0	0	0	0	0	0	0	0	0	0
g9567	0	0	0	0	0	0	0	0	0	0	0	0	0
g9568	1	100	93.75	83.33	87.5	83.33	81.82	100	100	94.44	100	100	84
g9569	8	78.22	76.46	83.15	77.55	70.93	76.75	99.11	99.5	98.02	100	97.53	97.77
g9570	0	0	0	0	0	0	0	0	0	0	0	0	0
g9571	0	0	0	0	0	0	0	0	0	0	0	0	0
g9572	11	0	0	0	0	0	0	0	0	0	0	0	0
g9573	60	0	0	0	0.22	0	0	0	0.1	0.15	0	0.12	0.09
g9574	2	0	0	0	0	0	0	1.73	0	0	0	0	0
g9575	0	0	0	0	0	0	0	0	0	0	0	0	0
g9576	0	0	0	0	0	0	0	0	0	0	0	0	0
g9577	0	0	0	0	0	0	0	0	0	0	0	0	0
g9578	0	0	0	0	0	0	0	0	0	0	0	0	0
g9579	27	0	0.28	0.19	0	1.39	0.15	0	0	0	0	0	0
g9580	0	0	0	0	0	0	0	0	0	0	0	0	0
g9581	57	23.74	15.88	22.8	12.03	9.04	10.04	9.61	1.34	3.07	10.59	5.01	0.29
g9582	0	0	0	0	0	0	0	0	0	0	0	0	0
g9583	16	0	0	0	0	0	0	0	0	0	0	0	0
g9584	4	0	0	0	0	0	0	0	0	0	0	0	0
g9585	46	0.14	0	0.11	0	0	0	0	0	0	0	0	0.08
g9586	18	17.84	18.48	18.66	16.96	20.46	19.08	22.22	22.22	22.51	22.22	22.22	22.22
g9587	0	0	0	0	0	0	0	0	0	0	0	0	0
g9588	17	0	0	0	0	0.35	0	0	0	0	0	0	0
g9589	0	0	0	0	0	0	0	0	0	0	0	0	0
g9590	49	4.99	2.45	3.5	3.25	2.1	2.45	9.48	2.96	2.51	2.2	2.93	2.27
g9591	0	0	0	0	0	0	0	0	0	0	0	0	0
g9592	144	1.94	2.63	1.4	1.8	1.33	2.33	3.85	6.6	6.78	7	5.34	6.15
g9593	186	2.58	0.82	0.64	0.62	0.43	1.02	2.14	1.24	1.45	2.54	1.14	1.49
g9594	0	0	0	0	0	0	0	0	0	0	0	0	0
g9595	0	0	0	0	0	0	0	0	0	0	0	0	0
g9596	0	0	0	0	0	0	0	0	0	0	0	0	0
g9597	0	0	0	0	0	0	0	0	0	0	0	0	0
g9598	11	40.2	52.01	73.16	72.89	63.35	60.02	83.27	100	99.37	97.44	99.17	85.46
g9599	2	27.3	26.56	16.66	18.3	15.96	23.07	40.48	46.66	45.84	47.37	46.16	35
g9600	0	0	0	0	0	0	0	0	0	0	0	0	0
g9601	23	0	0	0	0	0	0	0.15	0.33	0	0.17	0	0
g9602	30	0	0	0	0	0	0	0	0	0	0	0	0
g9603	9	27.35	24.15	27.33	29.19	19.66	27.58	33.33	30.92	31.74	33.33	24.85	32.41
g9604	0	0	0	0	0	0	0	0	0	0	0	0	0
g9605	0	0	0	0	0	0	0	0	0	0	0	0	0
g9606	0	0	0	0	0	0	0	0	0	0	0	0	0
g9607	10	0	0	0	0	0	0	0	0	0	0	0	0
g9608	0	0	0	0	0	0	0	0	0	0	0	0	0
g9609	4	0	0	0	0	0	0	0	0	0	0	1.39	0
g9610	8	0	0	0	0	0	0	0	0	0	0	0	0
g9611	18	0	0	0.4	0	0	0	0	0	0	0	0	0
g9612	146	22.2	27.75	33.84	19.23	33.32	23.93	52.01	52.06	52.45	46.67	53.56	43.03
g9613	0	0	0	0	0	0	0	0	0	0	0	0	0
g9614	54	0	0	0.1	0.1	0	0	0	0.15	0.08	0	0	0
g9615	95	0.1	0.21	0.35	0.29	0.21	0.31	0	0.03	0	0	0	0
g9616	0	0	0	0	0	0	0	0	0	0	0	0	0
g9617	0	0	0	0	0	0	0	0	0	0	0	0	0
g9618	39	88.06	89.81	88.53	88.62	92.61	89.83	99.9	98.3	99.82	98.22	99.03	98.86
g9619	0	0	0	0	0	0	0	0	0	0	0	0	0
g9620	0	0	0	0	0	0	0	0	0	0	0	0	0
g9621	23	89.99	81.2	62.78	86.83	45.88	64.04	100	99.54	97.87	100	89.06	97.05
g9622	14	80.88	79.57	87.86	81.14	80.79	78.98	98.33	99.29	93.39	99.29	98.57	96.04
g9624	24	63.72	37.26	62.58	51.18	46.26	37.52	98.38	50.86	98.46	81.57	53.61	56.43
g9625	65	76.71	29.81	57.46	47.93	42.87	32.09	98.94	44.72	93.77	86.82	47.06	52.93
g9626	0	0	0	0	0	0	0	0	0	0	0	0	0
g9627	0	0	0	0	0	0	0	0	0	0	0	0	0
g9628	38	35.84	40.92	27.75	36.08	20.47	34.63	65.59	67.64	55.82	70.32	45.7	48.64
g9629	50	18.61	38.04	21.13	31.6	23.32	34.85	35.16	64.08	44.47	66.33	53.25	35.68
g9630	27	34.52	37.51	21.1	46.83	23.97	46.63	86.2	87.8	63.87	76.79	80.43	74.72
g9631	52	40.66	20.78	17.34	17	13.52	22.73	46.91	29.63	39.28	29	28.42	39.74
g9632	0	0	0	0	0	0	0	0	0	0	0	0	0
g9633	0	0	0	0	0	0	0	0	0	0	0	0	0
g9634	0	0	0	0	0	0	0	0	0	0	0	0	0
g9635	0	0	0	0	0	0	0	0	0	0	0	0	0
g9636	232	21.14	12.42	20.34	21.81	22.49	20.41	23.5	18.45	28.07	32.52	21.78	23.39
g9637	387	15.33	7.61	13.71	12.77	15.11	14.86	17.01	6.89	15.4	12.98	14.06	17.64
g9638	0	0	0	0	0	0	0	0	0	0	0	0	0
g9639	0	0	0	0	0	0	0	0	0	0	0	0	0
g9640	20	0.49	0	0	0	0.69	0	0	0	0	0	0	0
g9641	10	12.62	12.6	10.46	16.65	15.65	17.89	19.33	19.47	20	20	20	19.17
g9642	15	1.25	0.2	4.13	0	0.26	1.91	0	0	0	0	0.95	0
g9643	4	0	0	1.67	0	0	0	0	0	0	0	0	0
g9644	2	93.34	89.47	82.95	82.5	81.57	93.75	100	100	98.44	100	100	100
g9645	0	0	0	0	0	0	0	0	0	0	0	0	0
g9646	0	0	0	0	0	0	0	0	0	0	0	0	0
g9647	2	0	0	0	3.33	0	0	0	0	0	0	0	0
g9648	0	0	0	0	0	0	0	0	0	0	0	0	0
g9649	0	0	0	0	0	0	0	0	0	0	0	0	0
g9650	0	0	0	0	0	0	0	0	0	0	0	0	0
g9651	69	0	0.35	0.39	0	0.44	0	0	0.06	0.06	0.04	0	0
g9652	7	0	0	0	0	0	0	0	0	0	0	0	0
g9653	2	0	0	0	0	4.5	0	0	0	0	0	0	0
g9654	27	0	0	0	0.93	0.51	0	0	0	0	0	0	0
g9655	0	0	0	0	0	0	0	0	0	0	0	0	0
g9656	30	0.3	0	0	0	0.27	0	0	0	0	0	0	0
g9657	7	0.84	0	0	0	0	0	0	0	0	0	0	0
g9658	4	0	0	0	0	0	0	0	0	1.09	0	0	0
g9659	0	0	0	0	0	0	0	0	0	0	0	0	0
g9660	0	0	0	0	0	0	0	0	0	0	0	0	0
g9661	0	0	0	0	0	0	0	0	0	0	0	0	0
g9662	0	0	0	0	0	0	0	0	0	0	0	0	0
g9663	4	23.44	25	22.73	25	25	25	25	25	25	25	25	25
g9664	0	0	0	0	0	0	0	0	0	0	0	0	0
g9665	0	0	0	0	0	0	0	0	0	0	0	0	0
g9666	6	0	0	0	0	0	0	0	0	0	0	0	0
g9667	0	0	0	0	0	0	0	0	0	0	0	0	0
g9668	0	0	0	0	0	0	0	0	0	0	0	0	0
g9669	0	0	0	0	0	0	0	0	0	0	0	0	0
g9670	183	0.15	0.12	0.18	0.05	0.16	0.09	0.12	0.04	0.03	0.08	0.04	0.11
g9671	21	0.18	0	0.34	0	0.09	0	0	0	0	0	0.28	0
g9672	0	0	0	0	0	0	0	0	0	0	0	0	0
g9673	0	0	0	0	0	0	0	0	0	0	0	0	0
g9674	0	0	0	0	0	0	0	0	0	0	0	0	0
g9675	0	0	0	0	0	0	0	0	0	0	0	0	0
g9676	0	0	0	0	0	0	0	0	0	0	0	0	0
g9677	2	0	0	0	0	0	0	0	0	0	0	0	0
g9678	5	51.97	54	40.94	49.93	52.51	48.33	60	58.4	44.3	56.17	44	55.38
g9679	27	0	0.46	0.25	0.68	0.38	0	0.14	0	0	0	0	0
g9680	2	38.46	78.72	83.08	67.05	85.04	80.62	100	95.84	92.74	95.45	100	100
g9681	8	1.25	0	0	0	0	0	0	0.54	0	0	0	0
g9682	11	1.91	0	0	0	0	0	0	0	0	0	0	2.05
g9683	8	54.24	41.44	70.85	30.79	36.14	40.97	49.51	49.5	50.36	50	29.22	59.79
g9684	1	63.64	92.31	70	80	92.31	84.21	100	100	100	100	100	100
g9685	0	0	0	0	0	0	0	0	0	0	0	0	0
g9686	0	0	0	0	0	0	0	0	0	0	0	0	0
g9687	0	0	0	0	0	0	0	0	0	0	0	0	0
g9688	5	0	0	0	0	0	0	0	0	0	0	0	0
g9689	5	0	0	0.87	0	0	0	0	0	0.65	0	0	0
g9690	6	0	0	0	0	0	0	0	0	0	0	0	0
g9691	21	0	0	0	0	0	0	0	0	1.39	0	0	0.23
g9692	60	0.09	0	0.08	0	0	0	0	0	0.06	0	0	1.18
g9693	55	0	0	0	0	0	0	0	0.09	0	0	0	0.15
g9694	0	0	0	0	0	0	0	0	0	0	0	0	0
g9695	8	0	2.5	3.13	0	2.63	0	0	0	0	0	0	0
g9696	2	0	0	0	0	0	0	0	0	0	0	0	0
g9697	50	0.24	0.1	0.22	0.86	0.38	0	0	0	0	0	0	0
g9698	0	0	0	0	0	0	0	0	0	0	0	0	0
g9699	28	0	0.49	0.14	0	0	0.65	0	0	0	0	0	0.15
g9700	43	0.4	0	0.28	0	0.95	0	0	0.65	0.1	0.44	0.21	0.27
g9701	11	0	0	0	0	0	0	0	0	0	0	0	0
g9702	36	0	0	0	0	0	0	0.11	0.13	0	0.19	0	0.17
g9703	81	0.12	0.13	0.54	0.1	0.12	0.51	0.11	0	0.19	0.09	0	0.25
g9704	0	0	0	0	0	0	0	0	0	0	0	0	0
g9705	0	0	0	0	0	0	0	0	0	0	0	0	0
g9706	16	0	0	0.37	0	0	0	0.96	0	0	0.22	0	0
g9707	111	0.09	0.06	0.02	0	0	0.05	0.08	0	0.01	0	0.06	0.05
g9708	0	0	0	0	0	0	0	0	0	0	0	0	0
g9709	0	0	0	0	0	0	0	0	0	0	0	0	0
g9710	49	0.11	0.2	0	0.13	0.11	0.13	0	0	0	0.08	0.1	0
g9711	0	0	0	0	0	0	0	0	0	0	0	0	0
g9712	0	0	0	0	0	0	0	0	0	0	0	0	0
g9713	1	0	0	0	0	0	0	0	0	7.14	0	0	0
g9714	0	0	0	0	0	0	0	0	0	0	0	0	0
g9715	4	0	0	0	0	0	0	0	0	0	0	0	0
g9716	3	0	0	0	0	1.11	0	0	0	0	0	0	0
g9717	56	0.09	0.15	0.1	0.14	0.2	0.53	0.1	0.07	0	0	0	0
g9718	15	0	0	0	0	0	0	0	0.25	0	0	0	0
g9719	0	0	0	0	0	0	0	0	0	0	0	0	0
g9720	0	0	0	0	0	0	0	0	0	0	0	0	0
g9721	0	0	0	0	0	0	0	0	0	0	0	0	0
g9722	0	0	0	0	0	0	0	0	0	0	0	0	0
g9723	0	0	0	0	0	0	0	0	0	0	0	0	0
g9724	12	44.19	73.74	38.37	26.09	22.67	37.5	53.57	96.71	72.37	77.94	42.55	62.58
g9725	0	0	0	0	0	0	0	0	0	0	0	0	0
g9726	0	0	0	0	0	0	0	0	0	0	0	0	0
g9727	76	0.07	0.09	0.04	0	0.04	0.15	0.02	0.42	0.02	0.1	0.08	0.12
g9728	0	0	0	0	0	0	0	0	0	0	0	0	0
g9729	0	0	0	0	0	0	0	0	0	0	0	0	0
g9730	0	0	0	0	0	0	0	0	0	0	0	0	0
g9731	0	0	0	0	0	0	0	0	0	0	0	0	0
g9732	0	0	0	0	0	0	0	0	0	0	0	0	0
g9733	0	0	0	0	0	0	0	0	0	0	0	0	0
g9734	0	0	0	0	0	0	0	0	0	0	0	0	0
g9735	0	0	0	0	0	0	0	0	0	0	0	0	0
g9736	178	0.06	0.11	0.08	0.18	0.08	0.11	0.02	0	0.04	0.03	0.13	0
g9737	35	0	0	0.69	0.26	0	0.18	0	0	0.15	0	0.22	0
g9738	0	0	0	0	0	0	0	0	0	0	0	0	0
g9739	21	0.84	0	0	0.37	0.38	0.78	0	0.14	0.46	0.24	0	0
g9740	3	0	0	0	0	0	0	0	0	0	0	0	0
g9741	0	0	0	0	0	0	0	0	0	0	0	0	0
g9742	0	0	0	0	0	0	0	0	0	0	0	0	0
g9743	5	0	0	0	0	0	0	0	0	0	0	0	0
g9744	2	0	0	0	0	0	0	0	0	0	0	0	0
g9745	1	0	0	0	0	0	0	0	0	0	0	0	0
g9746	170	0.09	0.08	0.04	0.04	0.19	0.08	0.04	0.06	0.01	0.1	0.09	0.03
g9747	0	0	0	0	0	0	0	0	0	0	0	0	0
g9748	0	0	0	0	0	0	0	0	0	0	0	0	0
g9749	0	0	0	0	0	0	0	0	0	0	0	0	0
g9750	0	0	0	0	0	0	0	0	0	0	0	0	0
g9751	22	3.62	0.32	2.61	5.54	2.17	7.95	27.16	3.15	33.54	9.69	4.24	50.95
g9752	49	0	0.15	0.65	0.43	0	0.18	0.18	0	0	0	0	0
g9753	2	0	0	0	0	0	0	0	0	0	0	0	0
g9754	5	8.51	13.18	16.97	1.25	0.83	1.54	42.98	49.66	26.86	26.18	26.37	34.86
g9755	13	0	0	0	0	0	0	0	0	0	0	0	0
g9756	0	0	0	0	0	0	0	0	0	0	0	0	0
g9757	101	0.13	0.07	0	0	0	0	0.05	0	0	0.05	0.05	0.03
g9758	0	0	0	0	0	0	0	0	0	0	0	0	0
g9759	0	0	0	0	0	0	0	0	0	0	0	0	0
g9760	26	0.84	0.79	0.32	4.45	0.87	0.65	0	0.38	2.21	0.23	3.96	4.46
g9761	54	19.51	20.46	19.34	17.41	19.46	20.35	22.32	22.46	22.22	22.35	22.22	22.25
g9762	6	0	0	0	0	0	0	0	0	0	0	0	0
g9763	0	0	0	0	0	0	0	0	0	0	0	0	0
g9764	0	0	0	0	0	0	0	0	0	0	0	0	0
g9765	0	0	0	0	0	0	0	0	0	0	0	0	0
g9766	0	0	0	0	0	0	0	0	0	0	0	0	0
g9767	0	0	0	0	0	0	0	0	0	0	0	0	0
g9768	0	0	0	0	0	0	0	0	0	0	0	0	0
g9769	42	0.09	0.39	0.1	0	0.11	0.04	0	0	0.08	0	0.17	0.11
g9770	53	0.1	0	0.29	1.15	0.33	0.13	0	0	0	0	0	0.28
g9771	90	11.01	22.1	8.96	46.78	12.15	17.87	0.08	0.14	0.18	0.06	0.09	0.1
g9772	1	0	0	0	0	10.53	0	0	0	0	0	0	5.56
g9773	41	2.15	0.25	1.47	0.69	0.91	2.11	3.12	0.5	2.36	0.19	0.64	2.6
g9774	6	0	0	0	0	0	0	0.67	0	0	0	0	0
g9775	120	0.06	0.06	0.2	0	0.23	0.13	0	0	0.03	0.2	0	0
g9776	41	5.44	2.81	0.95	5.96	4.75	6.06	4.24	3.56	0	2.49	2.54	8.03
g9777	10	6.35	0	0.83	20.16	1	0.53	0	0	0	26.96	0	8.71
g9778	6	9.26	0	0	26.29	0	0	0	0	0	35.02	0	6.97
g9779	0	0	0	0	0	0	0	0	0	0	0	0	0
g9780	0	0	0	0	0	0	0	0	0	0	0	0	0
g9781	0	0	0	0	0	0	0	0	0	0	0	0	0
g9782	0	0	0	0	0	0	0	0	0	0	0	0	0
g9783	0	0	0	0	0	0	0	0	0	0	0	0	0
g9784	46	0.18	0.11	0.13	0	0	0	0	0	0	0	0	0
g9785	0	0	0	0	0	0	0	0	0	0	0	0	0
g9786	3	86.56	92.31	94.63	85.66	83.65	96.97	100	95.7	98.41	100	100	97.44
g9787	13	0	0.64	0	0	0	0	0	0	0	0	0	0
g9788	0	0	0	0	0	0	0	0	0	0	0	0	0
g9789	0	0	0	0	0	0	0	0	0	0	0	0	0
g9790	0	0	0	0	0	0	0	0	0	0	0	0	0
g9791	0	0	0	0	0	0	0	0	0	0	0	0	0
g9792	0	0	0	0	0	0	0	0	0	0	0	0	0
g9793	14	0.51	0.48	0.45	0.51	0	0	0	0.24	0	0	0	0
g9794	39	0	0	0	0	0	0	0	0	0.22	0	0	0
g9795	41	0	0	0	0	0	0	0.07	0	0	0	0	0.17
g9796	45	0	0	0	0	0	0.2	0.07	0	0.08	0.08	0	0
g9797	5	0	0	0	0	0	0	0	0	0	0	0	0
g9798	0	0	0	0	0	0	0	0	0	0	0	0	0
g9799	0	0	0	0	0	0	0	0	0	0	0	0	0
g9800	0	0	0	0	0	0	0	0	0	0	0	0	0
g9801	2	43.77	65	47	42.88	50.89	56.52	96.66	92.31	97.06	48.69	90	77.37
g9802	1	27.78	8.33	29.63	38.89	25	26.09	52.38	100	100	64.71	100	80
g9803	0	0	0	0	0	0	0	0	0	0	0	0	0
g9804	35	0.3	0.24	0	4.1	0.21	0.34	0	0.11	0.21	2.42	0	0
g9805	0	0	0	0	0	0	0	0	0	0	0	0	0
g9806	0	0	0	0	0	0	0	0	0	0	0	0	0
g9807	0	0	0	0	0	0	0	0	0	0	0	0	0
g9808	0	0	0	0	0	0	0	0	0	0	0	0	0
g9809	0	0	0	0	0	0	0	0	0	0	0	0	0
g9810	14	0	0	0	0	0	0	0	0	0	0	0	0
g9811	7	0	0	0	0	0	0	0	0	0	0	0	0
g9812	47	0.62	0.29	0.09	0	0.28	0.27	0	0	0.13	0	0	0
g9813	0	0	0	0	0	0	0	0	0	0	0	0	0
g9814	25	0.27	0	0	0	0.31	0	0	0	0	0	0.57	0
g9815	0	0	0	0	0	0	0	0	0	0	0	0	0
g9816	0	0	0	0	0	0	0	0	0	0	0	0	0
g9817	0	0	0	0	0	0	0	0	0	0	0	0	0
g9818	171	0.13	0.1	0.16	0.13	0.05	0.05	0.06	0	0.02	0.08	0.12	0.02
g9819	5	6.18	0	9.17	12	4.55	1.54	20.06	1.18	18.59	18.67	13.33	2.11
g9820	13	1.03	0	0.64	1.4	0	0.9	0	0	0	0	0	0
g9821	0	0	0	0	0	0	0	0	0	0	0	0	0
g9822	0	0	0	0	0	0	0	0	0	0	0	0	0
g9823	0	0	0	0	0	0	0	0	0	0	0	0	0
g9824	3	72.22	85.56	67.7	32.42	87.78	71.06	98.04	94.45	100	49.92	100	100
g9825	7	20.31	30.06	22.81	11.81	36.17	20.79	87.01	92.85	94.12	29.73	88.78	95.63
g9826	10	47.66	58.77	59.45	26.29	67.32	47.75	51.89	81.89	94.92	25.88	75.66	58.98
g9827	109	29.07	55.05	53.44	19.39	46.42	46.45	42.13	87.54	96.35	21.01	69.21	56.19
g9828	38	21.29	41.08	53.35	26.08	43.27	41.9	32.97	83.24	96.83	19.38	52.07	59.18
g9829	122	0.05	0.88	1.93	0.15	0.32	0.01	0.13	0.5	0.03	0.35	0.07	0.04
g9830	63	0	0.11	0	0.19	0	0	0.06	0	0	0	0	0
g9831	0	0	0	0	0	0	0	0	0	0	0	0	0
g9832	4	0	0	0	0	0	0	0	0	0	0	0	0
g9833	0	0	0	0	0	0	0	0	0	0	0	0	0
g9834	0	0	0	0	0	0	0	0	0	0	0	0	0
g9835	28	74.46	85.42	80.07	64.42	49.63	81.37	98.75	94.47	100	99.49	43.73	97.51
g9836	0	0	0	0	0	0	0	0	0	0	0	0	0
g9837	0	0	0	0	0	0	0	0	0	0	0	0	0
g9839	0	0	0	0	0	0	0	0	0	0	0	0	0
g9840	0	0	0	0	0	0	0	0	0	0	0	0	0
g9841	0	0	0	0	0	0	0	0	0	0	0	0	0
g9842	0	0	0	0	0	0	0	0	0	0	0	0	0
g9843	0	0	0	0	0	0	0	0	0	0	0	0	0
g9844	0	0	0	0	0	0	0	0	0	0	0	0	0
g9845	11	86.69	83.72	91.94	90.17	90.59	88.84	100	97.36	98.22	99.52	98.3	99.3
g9846	0	0	0	0	0	0	0	0	0	0	0	0	0
g9847	23	0.29	0	0	0.27	0.43	0.29	4.34	3.77	3.7	3.53	3.11	3.31
g9848	106	1.44	2.47	1.4	0.77	0.5	0.87	1.09	1.19	0.94	1.25	0.38	1.81
g9849	0	0	0	0	0	0	0	0	0	0	0	0	0
g9850	2	3.12	0	7.14	40	0	0	7.14	22	0	43.45	0	9.53
g9851	17	0.49	0	0	0	0.27	0.45	0	0	0	0	0	0
g9852	44	0	0.26	0	0	0	0	0	0	0	0	0	0.08
g9853	0	0	0	0	0	0	0	0	0	0	0	0	0
g9854	0	0	0	0	0	0	0	0	0	0	0	0	0
g9855	11	0.45	0	0	0	0	0	0	0	0	0	0	0
g9856	18	0	0	0	0	0	0	0.18	0	0	0	0	0
g9857	65	0	0	0.05	0.15	0.17	0.11	0	0	0	0.09	0	0
g9858	15	0.39	1.03	0.44	1.33	0	0	0	0.22	0	0	0	0
g9859	16	0	0	0	0	0	0	0	0.21	0.23	0	0	0
g9860	0	0	0	0	0	0	0	0	0	0	0	0	0
g9861	0	0	0	0	0	0	0	0	0	0	0	0	0
g9862	79	32.99	14.75	5.61	42.67	37.04	32.07	35.16	4.11	15.96	22.97	26.03	19.71
g9863	0	0	0	0	0	0	0	0	0	0	0	0	0
g9864	0	0	0	0	0	0	0	0	0	0	0	0	0
g9865	0	0	0	0	0	0	0	0	0	0	0	0	0
g9866	11	0	0	0	0	0	0	0	0	0	0	0	0
g9867	23	0	0	0	0	0	0	0	0	0	0	0	0
g9868	2	0	0	0	0	0	0	0	0	0	0	0	0
g9869	40	2.88	1.83	1.99	2.49	2.72	3.69	0.75	0	0.19	0.89	0.64	2.55
g9870	68	1.78	1.29	1.54	1.62	1.37	1.59	1.41	1.47	1.47	1.6	1.55	1.47
g9871	0	0	0	0	0	0	0	0	0	0	0	0	0
g9872	24	0	0	0	0	0	0	0	0.13	0	0	0	0
g9873	0	0	0	0	0	0	0	0	0	0	0	0	0
g9874	0	0	0	0	0	0	0	0	0	0	0	0	0
g9875	0	0	0	0	0	0	0	0	0	0	0	0	0
g9876	0	0	0	0	0	0	0	0	0	0	0	0	0
g9877	0	0	0	0	0	0	0	0	0	0	0	0	0
g9878	0	0	0	0	0	0	0	0	0	0	0	0	0
g9879	3	0	0	0	0	0	0	0	0	0	0	0	0
g9880	7	0	0	0	0	0	0	0.84	0	0	0	0	0
g9881	33	0	0.13	0	0.13	0	0	0	0.22	0	0	0	0
g9882	50	0.36	0.91	1.84	0.6	1.5	1.72	0	1.22	0.78	0.96	2	1.97
g9883	1	68.42	81.25	83.33	60	95	62.5	100	100	95.65	100	100	100
g9884	0	0	0	0	0	0	0	0	0	0	0	0	0
g9885	0	0	0	0	0	0	0	0	0	0	0	0	0
g9886	0	0	0	0	0	0	0	0	0	0	0	0	0
g9887	0	0	0	0	0	0	0	0	0	0	0	0	0
g9888	0	0	0	0	0	0	0	0	0	0	0	0	0
g9889	5	1.67	1.54	0	4.73	3.14	6.78	0	0	0	12.51	0	0
g9890	0	0	0	0	0	0	0	0	0	0	0	0	0
g9891	0	0	0	0	0	0	0	0	0	0	0	0	0
g9892	0	0	0	0	0	0	0	0	0	0	0	0	0
g9893	39	0	0.11	0	0	0	0	0	0	0	0	0.17	0
g9894	0	0	0	0	0	0	0	0	0	0	0	0	0
g9895	34	0	0	0.15	0.23	0.11	0	0	0	0.15	0	0	0
g9896	100	0.9	1.24	0.77	0.74	1.79	1.64	1.1	0.97	1.04	1.29	1.08	0.91
g9897	0	0	0	0	0	0	0	0	0	0	0	0	0
g9898	5	0	0	0	0	0	0	1	0	0	0	0	0.91
g9899	60	0	0	0.28	0.2	0.25	0	0	0.05	0	0	0	0.12
g9900	18	0	0	0	0	0	0	0	0	0	0	0	0
g9901	111	0.8	0	0.08	0.34	0.05	0.06	0.16	0.1	0.04	0.03	0	0.17
g9902	23	32.81	2.91	1.11	8.79	7.15	7.49	55.71	0.84	1.41	0.67	1.5	8.07
g9903	5	0	0	0	0	0	0	0	0	0	0	0	0
g9904	6	46.15	32.16	39.63	43.07	39.45	38.33	48.61	47.94	48.24	48.08	50	43.25
g9905	42	0.44	0.18	0.72	0.67	0.91	0.33	0.23	0	0	0	0	0
g9906	16	0	0.95	0	0	0.11	0	0.08	0	0	0	0	0
g9907	204	7.03	9.96	14.48	11.4	9.08	9.55	7.67	9.55	10.17	12.03	5.89	12.01
g9908	267	0.17	0.03	0.32	0.03	0.04	0.03	0.05	0.04	0.05	0.03	0.03	0.02
g9909	23	32.39	25.66	35.39	22.63	34.18	35.87	38.8	37.08	38.93	35.8	36.98	39.13
g9910	0	0	0	0	0	0	0	0	0	0	0	0	0
g9911	0	0	0	0	0	0	0	0	0	0	0	0	0
g9912	0	0	0	0	0	0	0	0	0	0	0	0	0
g9913	0	0	0	0	0	0	0	0	0	0	0	0	0
g9914	0	0	0	0	0	0	0	0	0	0	0	0	0
g9915	0	0	0	0	0	0	0	0	0	0	0	0	0
g9916	0	0	0	0	0	0	0	0	0	0	0	0	0
g9917	0	0	0	0	0	0	0	0	0	0	0	0	0
g9918	0	0	0	0	0	0	0	0	0	0	0	0	0
g9919	0	0	0	0	0	0	0	0	0	0	0	0	0
g9920	0	0	0	0	0	0	0	0	0	0	0	0	0
g9921	0	0	0	0	0	0	0	0	0	0	0	0	0
g9922	0	0	0	0	0	0	0	0	0	0	0	0	0
g9923	0	0	0	0	0	0	0	0	0	0	0	0	0
g9924	0	0	0	0	0	0	0	0	0	0	0	0	0
g9925	0	0	0	0	0	0	0	0	0	0	0	0	0
g9926	0	0	0	0	0	0	0	0	0	0	0	0	0
g9927	0	0	0	0	0	0	0	0	0	0	0	0	0
g9928	0	0	0	0	0	0	0	0	0	0	0	0	0
g9929	0	0	0	0	0	0	0	0	0	0	0	0	0
g9930	0	0	0	0	0	0	0	0	0	0	0	0	0
g9931	0	0	0	0	0	0	0	0	0	0	0	0	0
g9932	16	28.06	27.37	28.63	29.76	27.02	39.75	39.37	43.4	41.49	43.75	41.77	43.27
g9933	4	0	0	0	0	0	0	0	0	0	0	0	0
g9934	0	0	0	0	0	0	0	0	0	0	0	0	0
g9935	8	10	13.51	16.36	19.23	14.55	11.72	25	25	25	25	24.22	24.17
g9936	17	0	0	0	0	0.33	0	0	0.39	0	0	0	0.35
g9937	2	0	0	5.44	3.85	0	7.69	100	86.75	91.32	100	100	100
g9938	0	0	0	0	0	0	0	0	0	0	0	0	0
g9939	0	0	0	0	0	0	0	0	0	0	0	0	0
g9941	0	0	0	0	0	0	0	0	0	0	0	0	0
g9942	9	61.67	55.8	54.2	40.1	59.91	60.2	76.29	77.31	77.78	77.78	77.78	77.78
g9943	0	0	0	0	0	0	0	0	0	0	0	0	0
g9944	0	0	0	0	0	0	0	0	0	0	0	0	0
g9946	0	0	0	0	0	0	0	0	0	0	0	0	0
g9947	0	0	0	0	0	0	0	0	0	0	0	0	0
g9948	0	0	0	0	0	0	0	0	0	0	0	0	0
