gene	meth_pos	meth_density	mean_meth
g12681	122	6100	1.3
g12682	66	3300	0.42
g12683	37	1850	0.46
g12684	0	0	0
g12685	74	3700	1.58
g12686	25	1250	0
g12687	0	0	0
g12688	0	0	0
g12689	0	0	0
g12690	0	0	0
g12691	116	5800	4.88
g12692	216	10800	12.34
g12693	0	0	0
g12694	0	0	0
g12695	0	0	0
g12696	4	200	1.25
g12697	32	1600	1.38
g12698	0	0	0
g12699	0	0	0
g12700	10	500	0.1
g12701	0	0	0
g12702	8	400	4.62
g12703	0	0	0
g12704	0	0	0
g12705	0	0	0
g12706	0	0	0
g12707	0	0	0
g12708	0	0	0
g12709	7	350	0.29
g12710	0	0	0
g12711	4	200	196.75
g12712	35	1750	0.14
g12713	1	50	11
g12714	0	0	0
g12715	0	0	0
g12716	215	10750	0.12
g12717	107	5350	0.17
g12718	0	0	0
g12719	0	0	0
g12720	92	4600	0.21
g12721	19	950	0
g12722	307	15350	16.15
g12723	0	0	0
g12724	103	5150	0.34
g12725	0	0	0
g12726	0	0	0
g12727	0	0	0
g12728	0	0	0
g12729	0	0	0
g12730	0	0	0
g12731	0	0	0
g12732	9	450	0
g12733	0	0	0
g12734	0	0	0
g12735	96	4800	0.24
g12736	3	150	0
g12737	27	1350	0.11
g12738	6	300	0.67
g12739	0	0	0
g12740	0	0	0
g12741	0	0	0
g12742	0	0	0
g12743	0	0	0
g12744	0	0	0
g12745	21	1050	0.24
g12746	13	650	0.15
g12747	103	5150	0.37
g12748	15	750	0.13
g12749	2	100	0
g12750	41	2050	0.02
g12751	0	0	0
g12752	0	0	0
g12753	3	150	171
g12754	56	2800	230.89
g12755	8	400	227.62
g12756	30	1500	197.23
g12757	0	0	0
g12758	0	0	0
g12759	0	0	0
g12760	0	0	0
g12761	0	0	0
g12762	0	0	0
g12763	0	0	0
g12764	0	0	0
g12765	16	800	0.19
g12766	0	0	0
g12767	0	0	0
g12768	0	0	0
g12769	6	300	0
g12770	5	250	0
g12771	85	4250	1.67
g12772	12	600	2.17
g12773	0	0	0
g12774	0	0	0
g12775	24	1200	9.42
g12776	69	3450	0.33
g12777	0	0	0
g12778	0	0	0
g12779	0	0	0
g12780	37	1850	0.03
g12781	0	0	0
g12782	14	700	0
g12783	0	0	0
g12784	0	0	0
g12785	0	0	0
g12786	0	0	0
g12787	0	0	0
g12788	0	0	0
g12789	2	100	0
g12790	3	150	0
g12791	32	1600	0
g12792	0	0	0
g12793	0	0	0
g12794	0	0	0
g12795	0	0	0
g12796	0	0	0
g12797	0	0	0
g12798	0	0	0
g12799	0	0	0
g12800	0	0	0
g12801	0	0	0
g12802	194	9700	4.6
g12803	0	0	0
g12804	0	0	0
g12805	0	0	0
g12806	0	0	0
g12807	0	0	0
g12808	0	0	0
g12809	0	0	0
g12810	0	0	0
g12811	14	700	0
g12812	1	50	193
g12813	13	650	6.31
g12814	30	1500	0.07
g12815	0	0	0
g12816	0	0	0
g12817	17	850	0.06
g12818	15	750	0
g12819	7	350	0.14
g12820	0	0	0
g12821	20	1000	0.15
g12822	241	12050	0.3
g12823	27	1350	6.67
g12824	0	0	0
g12825	0	0	0
g12826	16	800	216.56
g12827	2	100	181
g12828	0	0	0
g12829	0	0	0
g12830	0	0	0
g12831	0	0	0
g12832	24	1200	0
g12833	24	1200	0.38
g12834	50	2500	0.08
g12835	21	1050	0.05
g12836	137	6850	3.52
g12837	120	6000	0.08
g12838	25	1250	0.16
g12839	0	0	0
g12840	11	550	0
g12841	100	5000	6.64
g12842	77	3850	0.14
g12843	0	0	0
g12844	0	0	0
g12845	0	0	0
g12846	6	300	27.5
g12847	0	0	0
g12848	19	950	0.47
g12850	0	0	0
g12851	0	0	0
g12852	0	0	0
g12853	0	0	0
g12855	38	1900	0.11
g12856	83	4150	7.19
g12857	0	0	0
g12858	0	0	0
g12859	0	0	0
g12861	0	0	0
g12862	0	0	0
g12863	2	100	0
g12864	0	0	0
g12865	66	3300	2.83
g12866	8	400	0.25
g12867	21	1050	0.1
g12868	24	1200	0.04
g12869	0	0	0
g12870	39	1950	1.49
g12871	111	5550	0.39
g12872	0	0	0
g12873	2	100	0
g12874	0	0	0
g12875	0	0	0
g12876	5	250	150
g12877	0	0	0
g12878	0	0	0
g12879	0	0	0
g12880	0	0	0
g12881	0	0	0
g12882	0	0	0
g12883	0	0	0
g12884	0	0	0
g12885	0	0	0
g12886	29	1450	0
g12887	27	1350	0.15
g12888	8	400	0.38
g12889	0	0	0
g12890	0	0	0
g12891	0	0	0
g12892	48	2400	61.27
tRNA-Leu262_gene	1	50	0
g12893	12	600	42.08
g12894	276	13800	2.52
g12895	7	350	0
g12896	0	0	0
g12897	14	700	114
g12898	1	50	0
g12899	0	0	0
g12900	0	0	0
g12901	9	450	47.22
g12902	0	0	0
g12903	0	0	0
g12904	77	3850	2.68
g12905	14	700	0.57
g12906	0	0	0
g12907	1	50	135
g12908	0	0	0
g12909	8	400	216.25
g12910	0	0	0
g12911	7	350	0.14
g12912	11	550	2.55
g12914	0	0	0
g12915	0	0	0
g12916	23	1150	76.3
g12917	0	0	0
g12918	25	1250	0
g12919	0	0	0
g12920	90	4500	3.83
g12921	11	550	0.18
g12922	14	700	6.36
g12923	5	250	181.8
g12924	0	0	0
g12925	0	0	0
g12926	0	0	0
g12927	0	0	0
tRNA-Thr269_gene	0	0	0
g12928	0	0	0
g12929	1	50	100
g12930	0	0	0
g12931	83	4150	0.28
g12932	22	1100	0.23
g12933	32	1600	0.12
g12934	7	350	0
g12935	31	1550	0.1
g12936	33	1650	0.09
g12937	68	3400	5.21
g12938	29	1450	0.1
g12939	2	100	0
g12940	0	0	0
g12941	0	0	0
g12942	6	300	0.17
g12943	7	350	0
g12944	13	650	2.23
g12945	14	700	0
g12946	33	1650	0.12
g12947	10	500	165.6
g12948	0	0	0
g12949	7	350	139.29
g12950	1	50	0
g12951	5	250	0
g12952	26	1300	0.08
g12953	23	1150	0.22
g12954	61	3050	0
g12955	153	7650	0.2
g12956	17	850	47.53
g12957	0	0	0
g12958	0	0	0
tRNA-Val268_gene	0	0	0
tRNA-Glu267_gene	0	0	0
tRNA-Val266_gene	0	0	0
tRNA-Val265_gene	0	0	0
tRNA-Val264_gene	0	0	0
tRNA-Val263_gene	0	0	0
g12959	11	550	0.09
g12960	0	0	0
g12961	3	150	0
g12962	0	0	0
g12963	0	0	0
g12964	0	0	0
g12965	0	0	0
g12966	2	100	0.5
g12967	3	150	0
g12968	0	0	0
g12969	0	0	0
g12970	0	0	0
g12971	0	0	0
g12972	0	0	0
g12973	3	150	1.67
g12974	0	0	0
g12975	0	0	0
g12976	0	0	0
g12977	0	0	0
g12978	29	1450	194.76
g12979	16	800	178.94
g12980	1	50	88
g12981	18	900	55.33
g12982	0	0	0
g12983	1	50	0
g12984	50	2500	0.04
g12985	123	6150	6.63
g12986	1	50	0
g12987	57	2850	0.16
g12988	3	150	0
g12989	12	600	0.42
g12990	71	3550	0.18
g12991	2	100	0
g12992	30	1500	0.03
g12993	9	450	0.11
g12994	14	700	0.14
g12995	0	0	0
g12996	21	1050	3.14
tRNA-Glu270_gene	0	0	0
g12997	0	0	0
g12998	0	0	0
g12999	0	0	0
g13000	0	0	0
g13001	0	0	0
g13002	0	0	0
g13003	0	0	0
g13004	1	50	180
g13006	0	0	0
g13007	0	0	0
g13008	0	0	0
g13009	52	2600	0.21
g13010	0	0	0
g13011	0	0	0
g13012	2	100	0
g13013	8	400	0
g13014	0	0	0
g13015	73	3650	1.3
g13016	0	0	0
g13017	6	300	8.33
g13018	0	0	0
g13019	0	0	0
g13020	0	0	0
g13021	3	150	0
g13022	0	0	0
g13023	36	1800	115.31
g13024	1	50	221
g13025	0	0	0
g13026	22	1100	0.14
g13027	188	9400	0.25
g13028	0	0	0
g13029	0	0	0
g13030	0	0	0
g13031	61	3050	62.56
g13032	0	0	0
g13033	0	0	0
g13034	2	100	183.5
g13035	0	0	0
g13036	0	0	0
g13037	0	0	0
g13038	0	0	0
g13039	0	0	0
g13040	0	0	0
g13041	0	0	0
g13042	0	0	0
g13043	41	2050	22.24
g13044	38	1900	0.18
g13045	40	2000	125.6
g13046	0	0	0
g13047	0	0	0
g13048	0	0	0
g13049	0	0	0
g13050	0	0	0
g13051	18	900	0.06
g13052	57	2850	0.07
g13053	53	2650	0.09
g13054	4	200	0
g13055	6	300	0
g13056	17	850	1
g13057	1	50	40
g13058	75	3750	0.17
g13059	0	0	0
g13060	0	0	0
g13061	0	0	0
g13062	0	0	0
g13063	0	0	0
g13064	0	0	0
g13065	0	0	0
g13066	0	0	0
g13067	0	0	0
g13068	0	0	0
g13069	0	0	0
g13070	15	750	0
g13071	0	0	0
g13072	4	200	201
g13073	3	150	76.33
g13074	95	4750	0.05
g13075	78	3900	0.26
g13076	73	3650	0.27
g13077	24	1200	0.17
g13078	15	750	14.93
g13079	48	2400	0.5
g13080	8	400	190
g13081	0	0	0
g13082	3	150	0
g13083	3	150	0
g13084	8	400	52.12
g13085	14	700	88.57
g13086	33	1650	0.06
g13087	0	0	0
g13088	0	0	0
g13089	0	0	0
g13090	0	0	0
g13091	0	0	0
g13092	50	2500	0.2
g13093	23	1150	19.65
g13094	69	3450	0.03
g13095	108	5400	0.42
g13096	14	700	2.57
g13097	9	450	1.67
g13098	0	0	0
g13099	16	800	0.12
g13100	0	0	0
g13101	0	0	0
g13102	69	3450	23.52
g13103	32	1600	0.09
g13104	53	2650	0.08
g13105	63	3150	19.95
g13106	202	10100	0.45
g13107	264	13200	0.81
g13108	262	13100	0.55
g13109	105	5250	22.02
g13110	82	4100	64.99
g13111	0	0	0
g13112	0	0	0
g13113	0	0	0
g13114	0	0	0
g13115	0	0	0
g13116	31	1550	35.29
g13117	21	1050	61.33
g13118	33	1650	5.27
g13119	29	1450	20.69
g13120	272	13600	1.65
g13121	63	3150	0.14
g13122	0	0	0
g13123	0	0	0
g13124	37	1850	0.03
g13125	0	0	0
g13126	0	0	0
g13127	0	0	0
g13128	0	0	0
g13129	2	100	0
g13130	0	0	0
g13131	0	0	0
g13132	56	2800	0.45
g13133	0	0	0
g13134	0	0	0
g13135	28	1400	0.32
g13136	0	0	0
g13137	155	7750	0.95
g13138	18	900	0.06
g13139	18	900	2.33
g13140	0	0	0
g13141	0	0	0
g13142	0	0	0
g13143	0	0	0
g13144	0	0	0
g13145	148	7400	1.51
g13146	32	1600	0.12
g13147	41	2050	0.1
g13148	0	0	0
g13149	0	0	0
g13150	0	0	0
g13151	7	350	0
g13152	58	2900	10.29
g13153	0	0	0
g13154	0	0	0
g13155	198	9900	0.58
g13156	28	1400	0.11
g13157	0	0	0
g13158	0	0	0
g13159	77	3850	0.08
g13160	49	2450	0.08
g13161	35	1750	0.11
g13162	4	200	0
g13163	67	3350	0.58
g13164	0	0	0
g13165	0	0	0
g13166	15	750	0.07
g13167	5	250	0
g13168	11	550	6.36
g13169	9	450	47.33
g13170	6	300	0
g13171	33	1650	0.03
g13172	22	1100	0.05
g13173	0	0	0
g13174	0	0	0
g13175	0	0	0
g13176	166	8300	6.69
g13177	0	0	0
g13178	0	0	0
g13179	0	0	0
g13180	0	0	0
g13181	21	1050	0
g13182	225	11250	0.21
g13183	15	750	0.07
g13184	27	1350	4.85
g13185	28	1400	0.04
g13186	0	0	0
g13187	5	250	0
g13188	18	900	0.06
g13189	11	550	0
g13190	18	900	0
g13191	7	350	0
g13192	36	1800	0.11
g13193	8	400	0
g13194	6	300	0
g13195	8	400	0.12
g13196	0	0	0
g13197	0	0	0
g13198	0	0	0
g13199	0	0	0
g13200	30	1500	0.03
g13201	100	5000	53.03
g13202	160	8000	0.11
g13203	0	0	0
g13204	1	50	0
g13205	17	850	8.76
g13206	1	50	0
g13207	7	350	0
g13208	18	900	0.11
g13209	2	100	0
g13210	0	0	0
g13211	0	0	0
g13212	0	0	0
g13213	0	0	0
g13214	0	0	0
g13215	14	700	0.43
g13216	1	50	1
g13217	0	0	0
g13218	0	0	0
g13219	35	1750	0.06
g13220	58	2900	0.09
g13221	19	950	134.32
g13222	5	250	96.8
g13223	71	3550	9.46
g13224	14	700	1.86
g13225	5	250	0.2
g13226	0	0	0
g13227	0	0	0
g13228	0	0	0
g13229	41	2050	0.12
g13230	1	50	161
g13231	6	300	0.33
g13232	0	0	0
g13233	0	0	0
g13234	0	0	0
g13235	0	0	0
g13236	49	2450	16.27
g13237	11	550	0.18
g13238	32	1600	0.22
g13239	10	500	0.1
g13240	5	250	0
g13241	0	0	0
g13242	0	0	0
g13243	354	17700	4.08
g13244	71	3550	2.93
g13245	0	0	0
g13246	0	0	0
g13247	0	0	0
g13248	63	3150	0.03
g13249	2	100	144
g13250	3	150	0
g13251	42	2100	0.12
g13252	10	500	20.9
g13253	87	4350	32.22
g13254	193	9650	4.61
g13255	16	800	41.81
g13256	7	350	59.14
g13257	26	1300	0.12
g13258	31	1550	0.03
g13259	3	150	0
g13260	148	7400	0.25
g13261	50	2500	0
g13262	151	7550	0.06
g13263	38	1900	0.03
g13264	95	4750	0.09
g13265	2	100	0
g13266	0	0	0
g13267	0	0	0
g13268	0	0	0
g13269	18	900	0.28
g13270	44	2200	0.09
g13271	172	8600	0.16
g13272	92	4600	0.47
g13273	0	0	0
g13274	0	0	0
g13275	0	0	0
g13277	0	0	0
g13278	0	0	0
g13279	0	0	0
g13280	11	550	234.36
g13281	0	0	0
g13282	0	0	0
g13283	34	1700	347.26
g13284	71	3550	368.06
g13285	0	0	0
g13286	0	0	0
g13287	0	0	0
g13288	0	0	0
g13289	0	0	0
g13290	0	0	0
g13291	0	0	0
g13293	38	1900	0.32
g13294	10	500	0
g13295	7	350	13.43
g13296	20	1000	0.1
g13297	0	0	0
g13298	0	0	0
g13299	64	3200	0.05
g13300	13	650	51.62
g13301	28	1400	0.11
g13302	14	700	0
g13303	35	1750	0.14
g13304	0	0	0
g13305	0	0	0
g13306	0	0	0
g13307	60	3000	0.87
g13308	4	200	0
g13309	0	0	0
g13310	3	150	0.33
g13311	47	2350	0.91
g13312	0	0	0
g13313	0	0	0
g13314	0	0	0
g13315	0	0	0
g13316	0	0	0
g13317	6	300	306
g13318	0	0	0
g13319	0	0	0
g13320	85	4250	14.11
g13321	28	1400	0.18
g13322	131	6550	0.11
g13323	1	50	160
g13324	0	0	0
g13325	0	0	0
g13326	83	4150	0.46
g13327	0	0	0
g13328	0	0	0
g13329	8	400	0
g13330	0	0	0
g13331	0	0	0
g13332	0	0	0
g13333	9	450	1.33
g13334	4	200	0
g13335	0	0	0
g13336	5	250	0
g13337	2	100	200.5
g13338	18	900	0
g13339	0	0	0
g13340	1	50	172
g13341	0	0	0
g13342	36	1800	0.06
g13343	3	150	84
g13344	3	150	177
g13346	0	0	0
g13347	0	0	0
g13348	0	0	0
g13349	0	0	0
g13350	0	0	0
g13351	0	0	0
g13352	50	2500	19.82
g13353	28	1400	10.11
g13354	0	0	0
g13355	11	550	62.91
g13356	75	3750	4.79
g13357	0	0	0
g13358	0	0	0
g13359	1	50	180
g13360	0	0	0
g13361	10	500	1.1
g13362	0	0	0
g13363	0	0	0
g13364	0	0	0
g13365	0	0	0
g13366	0	0	0
g13367	31	1550	0.35
g13368	1	50	157
g13369	52	2600	51.12
g13370	24	1200	0.04
g13371	3	150	75
g13372	11	550	181
g13373	0	0	0
g13374	0	0	0
g13375	0	0	0
g13376	0	0	0
g13377	0	0	0
g13378	257	12850	0.96
g13379	0	0	0
g13380	0	0	0
g13381	29	1450	0.03
g13382	6	300	0.17
g13383	0	0	0
g13384	2	100	157.5
g13385	0	0	0
g13386	1	50	224
g13387	0	0	0
g13388	4	200	0.25
g13389	19	950	62.84
g13390	8	400	60
g13391	47	2350	0
g13392	0	0	0
g13393	31	1550	0.13
g13394	0	0	0
g13395	42	2100	14.9
g13396	0	0	0
g13397	1	50	0
g13398	0	0	0
g13399	3	150	28.67
g13400	4	200	0
g13401	125	6250	0.08
g13402	21	1050	0.05
g13403	9	450	0
g13404	0	0	0
g13405	4	200	0
g13406	0	0	0
g13407	7	350	0.43
g13408	1	50	11
g13409	89	4450	1.62
g13410	1	50	0
g13411	0	0	0
g13412	0	0	0
g13413	0	0	0
g13414	11	550	8.64
g13415	0	0	0
g13416	0	0	0
g13417	1	50	0
g13418	7	350	0.57
g13419	17	850	0.06
g13420	0	0	0
g13421	85	4250	2.26
g13422	21	1050	0.62
g13423	38	1900	0.13
g13424	12	600	0.08
g13425	2	100	0
g13426	0	0	0
g13427	0	0	0
g13428	0	0	0
g13429	0	0	0
g13430	0	0	0
g13431	0	0	0
g13432	259	12950	1.27
g13433	5	250	0.2
g13434	79	3950	0.16
g13435	14	700	0.29
g13436	9	450	141.11
g13437	27	1350	128.04
g13438	22	1100	165.09
g13439	0	0	0
g13440	1	50	194
g13441	11	550	0
g13442	0	0	0
g13443	0	0	0
g13444	0	0	0
g13445	0	0	0
g13446	0	0	0
g13447	9	450	0
g13448	0	0	0
g13449	0	0	0
g13450	13	650	0.46
g13451	1	50	14
g13452	16	800	0.12
g13453	2	100	0
g13454	73	3650	0.07
g13455	0	0	0
g13456	0	0	0
g13457	0	0	0
g13458	0	0	0
g13459	16	800	1.12
g13460	2	100	0
g13461	0	0	0
g13462	0	0	0
g13463	65	3250	3.17
g13464	12	600	1
g13465	23	1150	0.09
g13466	32	1600	0.12
g13467	39	1950	0.05
g13468	0	0	0
g13469	0	0	0
g13470	6	300	0
g13471	1	50	189
g13472	0	0	0
g13473	0	0	0
g13474	0	0	0
g13475	2	100	197
g13476	10	500	0.2
g13477	1	50	0
g13478	0	0	0
g13479	17	850	0.29
g13480	3	150	201.67
g13481	0	0	0
g13482	0	0	0
g13483	0	0	0
g13484	0	0	0
g13485	0	0	0
g13486	0	0	0
g13487	3	150	0
g13488	66	3300	0.08
g13489	0	0	0
g13490	16	800	0
g13491	4	200	0.25
g13492	0	0	0
g13493	0	0	0
g13494	0	0	0
g13495	0	0	0
g13496	0	0	0
g13497	0	0	0
g13498	0	0	0
g13499	14	700	0.29
g13500	0	0	0
g13501	22	1100	0.14
g13502	0	0	0
g13503	0	0	0
g13504	0	0	0
g13505	0	0	0
g13506	26	1300	1.04
g13507	0	0	0
g13508	0	0	0
g13509	0	0	0
g13510	107	5350	0.45
g13511	42	2100	0.45
g13512	0	0	0
g13513	6	300	0
g13514	0	0	0
g13515	0	0	0
g13516	0	0	0
g13517	0	0	0
g13518	0	0	0
g13519	12	600	53.17
g13520	0	0	0
g13521	27	1350	41.11
g13522	119	5950	0.13
g13523	3	150	0.33
g13524	17	850	0.53
g13525	0	0	0
g13526	19	950	214.47
g13527	7	350	5.71
g13528	85	4250	114.12
g13529	0	0	0
g13530	0	0	0
g13531	0	0	0
g13532	30	1500	0
g13533	0	0	0
g13534	4	200	192.25
g13535	0	0	0
g13536	2	100	0
g13537	47	2350	0
g13538	30	1500	0.07
g13539	0	0	0
g13540	0	0	0
g13541	0	0	0
g13542	39	1950	107.82
g13543	49	2450	177.71
g13544	0	0	0
g13545	0	0	0
g13546	0	0	0
g13547	0	0	0
g13548	2	100	0
g13549	8	400	167.38
g13550	4	200	38
g13551	61	3050	0.51
g13552	25	1250	0.04
g13553	0	0	0
g13554	0	0	0
g13555	0	0	0
g13556	0	0	0
g13557	0	0	0
g13558	2	100	1
g13559	27	1350	0.15
g13560	56	2800	0.23
g13561	0	0	0
g13562	0	0	0
g13563	39	1950	0.05
g13564	51	2550	0.31
g13565	0	0	0
g13566	19	950	0.05
g13567	13	650	0.15
g13568	6	300	0.17
g13569	21	1050	0
g13570	8	400	47.25
g13571	0	0	0
g13572	0	0	0
g13573	0	0	0
g13574	0	0	0
g13575	88	4400	0.02
g13576	48	2400	0.12
g13577	64	3200	0.22
g13578	4	200	0
g13579	6	300	0.17
g13580	137	6850	0.05
g13581	64	3200	0.06
g13582	52	2600	0.04
g13583	10	500	0
g13584	0	0	0
g13585	0	0	0
g13586	0	0	0
g13587	29	1450	0.34
g13588	2	100	175.5
g13589	0	0	0
g13590	0	0	0
g13591	0	0	0
g13592	0	0	0
g13593	0	0	0
g13594	0	0	0
g13595	2	100	1.5
g13596	36	1800	0.42
g13597	77	3850	0.09
g13598	83	4150	0.37
g13599	1	50	0
g13600	0	0	0
g13601	0	0	0
g13602	80	4000	0.82
g13603	2	100	1
g13604	0	0	0
g13605	9	450	0.11
g13606	0	0	0
g13607	0	0	0
g13608	25	1250	50.04
g13609	41	2050	21.51
g13610	29	1450	0.1
g13611	0	0	0
g13612	0	0	0
g13613	0	0	0
g13614	58	2900	0.21
g13615	6	300	151.67
g13616	14	700	40.14
g13617	0	0	0
g13618	18	900	0.06
g13619	9	450	0
g13620	0	0	0
g13621	12	600	0.33
g13622	0	0	0
g13623	0	0	0
g13624	40	2000	0.15
g13625	48	2400	0.19
g13626	84	4200	0.17
g13627	29	1450	0.31
g13628	28	1400	0.14
g13629	21	1050	0.29
g13630	0	0	0
g13631	3	150	114.33
g13632	0	0	0
g13633	0	0	0
g13634	0	0	0
g13635	0	0	0
g13636	6	300	181.67
g13637	2	100	0
g13638	0	0	0
g13639	106	5300	1.73
g13640	0	0	0
g13641	17	850	0.94
g13642	0	0	0
g13643	0	0	0
g13644	0	0	0
g13645	0	0	0
g13646	0	0	0
g13647	0	0	0
g13648	0	0	0
g13649	17	850	0.06
g13650	0	0	0
g13651	2	100	0.5
g13652	9	450	0.11
g13653	0	0	0
g13654	0	0	0
g13655	0	0	0
g13656	0	0	0
g13657	0	0	0
g13658	16	800	0.31
g13659	15	750	0.27
g13660	0	0	0
g13661	0	0	0
g13662	10	500	0.2
g13663	0	0	0
g13664	21	1050	2.43
g13665	1	50	0
g13666	0	0	0
g13667	36	1800	5.72
g13668	33	1650	0.09
g13669	196	9800	0.62
g13670	8	400	5.38
g13671	9	450	3.56
g13672	19	950	0.63
g13673	10	500	0.1
g13674	9	450	0.44
g13675	52	2600	0.13
g13676	0	0	0
g13677	19	950	8.26
g13678	0	0	0
g13679	87	4350	0.09
g13680	16	800	0.06
g13681	17	850	0.06
g13682	16	800	104.75
g13683	29	1450	169.21
g13684	0	0	0
g13685	12	600	178.33
g13686	1	50	182
g13687	0	0	0
g13688	12	600	228.5
g13689	0	0	0
g13690	0	0	0
g13691	6	300	0
g13692	0	0	0
g13693	0	0	0
g13694	70	3500	29.37
g13695	0	0	0
g13696	12	600	0.25
g13697	0	0	0
g13698	0	0	0
g13699	0	0	0
g13700	1754	87700	0.24
g13701	16	800	1.75
g13702	56	2800	1.2
g13703	3	150	1
g13704	12	600	0.08
g13705	1	50	0
g13706	0	0	0
g13707	0	0	0
g13708	0	0	0
g13709	0	0	0
g13710	7	350	167.71
g13711	0	0	0
g13712	44	2200	0.09
g13713	0	0	0
g13714	0	0	0
g13715	26	1300	13.88
tRNA-Tyr272_gene	1	50	0
g13716	9	450	62.33
g13717	10	500	0.1
g13718	89	4450	13.22
g13719	42	2100	0.1
g13720	2	100	167.5
g13721	0	0	0
g13722	13	650	0.15
g13723	34	1700	48.97
g13724	38	1900	48.26
g13725	0	0	0
g13726	36	1800	0.17
g13727	17	850	0.18
g13728	0	0	0
g13729	0	0	0
g13730	20	1000	0.05
g13731	19	950	0
g13732	0	0	0
g13733	0	0	0
g13734	56	2800	0.11
g13735	8	400	0.5
g13736	153	7650	0.29
g13737	76	3800	0.32
g13738	11	550	0
g13739	0	0	0
tRNA-Val271_gene	0	0	0
g13740	0	0	0
g13741	0	0	0
g13742	0	0	0
g13743	45	2250	16.51
g13744	44	2200	145.61
g13745	42	2100	0.05
g13746	14	700	6
g13747	6	300	208.33
g13748	25	1250	15.52
g13749	2	100	203
g13750	19	950	0
g13751	90	4500	1.44
g13752	55	2750	0.53
g13754	0	0	0
g13755	1	50	178
g13756	4	200	0
g13757	25	1250	0.04
g13758	12	600	0
g13759	0	0	0
g13760	0	0	0
g13761	44	2200	11.25
g13762	6	300	0
g13763	4	200	0.25
g13764	0	0	0
g13765	0	0	0
g13766	0	0	0
g13767	2	100	9
g13768	26	1300	0.04
g13769	51	2550	0.04
g13770	73	3650	0.77
g13771	0	0	0
g13772	0	0	0
g13773	0	0	0
g13774	22	1100	0
tRNA-Glu273_gene	5	250	0.2
g13775	36	1800	0.03
g13776	15	750	0.13
g13777	114	5700	0.41
g13778	85	4250	0.69
g13779	13	650	0
g13780	9	450	0
g13781	2	100	0
g13782	58	2900	17.97
g13783	0	0	0
g13784	0	0	0
g13785	1	50	0
g13786	0	0	0
g13787	0	0	0
g13788	0	0	0
g13789	0	0	0
g13790	0	0	0
g13791	0	0	0
g13792	0	0	0
g13793	0	0	0
g13794	0	0	0
g13795	0	0	0
g13796	0	0	0
g13797	0	0	0
g13798	0	0	0
g13799	0	0	0
g13800	0	0	0
g13801	0	0	0
g13802	70	3500	0.04
g13803	15	750	8.33
g13804	26	1300	0.12
g13805	129	6450	36.76
g13806	0	0	0
g13807	1	50	0
g13808	46	2300	0.35
g13809	29	1450	0.03
g13810	0	0	0
g13811	27	1350	7.15
g13812	5	250	0.2
g13813	5	250	0.2
g13814	24	1200	0.25
g13815	0	0	0
g13816	0	0	0
g13817	2	100	0.5
g13818	0	0	0
g13819	18	900	28.11
g13820	67	3350	0.46
g13821	25	1250	15.2
g13823	0	0	0
g13824	0	0	0
g13825	0	0	0
g13826	0	0	0
g13827	0	0	0
g13828	0	0	0
g13829	0	0	0
g13830	0	0	0
g13831	30	1500	232.7
g13832	0	0	0
g13833	0	0	0
g13834	0	0	0
g13835	0	0	0
g13836	0	0	0
g13837	9	450	0.22
g13838	14	700	0.14
g13839	0	0	0
g13840	0	0	0
g13841	0	0	0
g13842	0	0	0
g13843	3	150	0
g13844	0	0	0
g13845	100	5000	0.37
g13846	10	500	57.3
g13847	15	750	0
g13848	85	4250	0.07
g13849	12	600	0
g13850	29	1450	0.14
tRNA-Val280_gene	0	0	0
g13851	151	7550	0.74
g13852	0	0	0
g13853	10	500	199.9
g13854	0	0	0
g13855	15	750	0.07
g13856	0	0	0
g13857	32	1600	0.06
g13858	0	0	0
tRNA-Glu279_gene	0	0	0
tRNA-Val278_gene	0	0	0
tRNA-Glu277_gene	0	0	0
tRNA-Val276_gene	0	0	0
tRNA-Val275_gene	0	0	0
tRNA-Glu274_gene	0	0	0
g13859	47	2350	62.74
g13860	0	0	0
g13862	0	0	0
g13863	218	10900	1.95
g13864	11	550	13.45
g13865	1	50	159
g13866	0	0	0
g13867	28	1400	277.93
g13868	0	0	0
g13869	4	200	150
g13870	0	0	0
g13871	17	850	130.18
g13872	5	250	126.6
g13873	22	1100	196.05
g13874	0	0	0
g13875	0	0	0
g13876	0	0	0
g13877	0	0	0
g13878	0	0	0
g13879	0	0	0
g13880	0	0	0
g13881	1	50	0
g13882	0	0	0
g13883	0	0	0
g13884	0	0	0
g13885	0	0	0
g13886	0	0	0
g13887	0	0	0
g13888	34	1700	0.15
g13889	22	1100	0
g13890	60	3000	0.08
g13891	1	50	0
g13892	19	950	0.47
g13893	0	0	0
g13894	0	0	0
g13895	0	0	0
g13896	0	0	0
g13897	0	0	0
g13898	0	0	0
g13899	9	450	0
g13900	0	0	0
g13901	102	5100	45.54
g13902	2	100	0.5
g13903	18	900	1.44
g13904	3	150	184.67
g13905	3	150	0
g13906	0	0	0
g13907	0	0	0
g13908	0	0	0
g13909	0	0	0
g13910	10	500	5.1
g13911	0	0	0
g13912	78	3900	6.12
g13913	405	20250	0.62
g13914	6	300	0
g13915	28	1400	0.11
g13916	1	50	0
g13917	13	650	48.85
g13918	13	650	1.54
g13919	14	700	0.07
g13920	1	50	186
g13921	67	3350	0.55
g13922	1	50	0
g13923	5	250	115.8
g13924	0	0	0
g13925	1	50	165
g13926	0	0	0
g13927	0	0	0
g13928	0	0	0
g13929	0	0	0
